Województwo	Powiat	Gmina	Typ	Siedziba
lubelskie	kraśnicki	Gościeradów	wiejska	Gościeradów
lubelskie	kraśnicki	Kraśnik	miejska	Kraśnik
lubelskie	kraśnicki	Kraśnik	wiejska	Kraśnik
lubelskie	kraśnicki	Szastarka	wiejska	Szastarka
lubelskie	kraśnicki	Trzydnik Duży	wiejska	Trzydnik Duży
lubelskie	kraśnicki	Urzędów	miejsko-wiejska	Urzędów
lubelskie	kraśnicki	Wilkołaz	wiejska	Wilkołaz
lubelskie	kraśnicki	Zakrzówek	wiejska	Zakrzówek
lubelskie	lubartowski	Abramów	wiejska	Abramów
lubelskie	lubartowski	Firlej	wiejska	Firlej
lubelskie	lubartowski	Jeziorzany	wiejska	Jeziorzany
lubelskie	lubartowski	Kamionka	wiejska	Kamionka
lubelskie	lubartowski	Kock	miejsko-wiejska	Kock
lubelskie	lubartowski	Lubartów	miejska	Lubartów
lubelskie	lubartowski	Lubartów	wiejska	Lubartów
lubelskie	lubartowski	Michów	wiejska	Michów
lubelskie	lubartowski	Niedźwiada	wiejska	Niedźwiada
lubelskie	lubartowski	Ostrów Lubelski	miejsko-wiejska	Ostrów Lubelski
lubelskie	lubartowski	Ostrówek	wiejska	Ostrówek
lubelskie	lubartowski	Serniki	wiejska	Serniki
lubelskie	lubartowski	Uścimów	wiejska	Stary Uścimów
lubelskie	lubelski	Bełżyce	miejsko-wiejska	Bełżyce
lubelskie	lubelski	Borzechów	wiejska	Borzechów
lubelskie	lubelski	Bychawa	miejsko-wiejska	Bychawa
lubelskie	lubelski	Garbów	wiejska	Garbów
lubelskie	lubelski	Głusk	wiejska	Lublin
lubelskie	lubelski	Jabłonna	wiejska	Jabłonna
lubelskie	lubelski	Jastków	wiejska	Jastków
lubelskie	lubelski	Konopnica	wiejska	Kozubszczyzna
lubelskie	lubelski	Krzczonów	wiejska	Krzczonów
lubelskie	lubelski	Niedrzwica Duża	wiejska	Niedrzwica Duża
lubelskie	lubelski	Niemce	wiejska	Niemce
lubelskie	lubelski	Strzyżewice	wiejska	Strzyżewice
lubelskie	lubelski	Wojciechów	wiejska	Wojciechów
lubelskie	lubelski	Wólka	wiejska	Jakubowice Murowane
lubelskie	lubelski	Wysokie	wiejska	Wysokie
lubelskie	lubelski	Zakrzew	wiejska	Zakrzew
lubelskie	Lublin	Lublin	miejska	Lublin
lubelskie	łęczyński	Cyców	wiejska	Cyców
lubelskie	łęczyński	Ludwin	wiejska	Ludwin
lubelskie	łęczyński	Łęczna	miejsko-wiejska	Łęczna
lubelskie	łęczyński	Milejów	wiejska	Milejów
lubelskie	łęczyński	Puchaczów	wiejska	Puchaczów
lubelskie	łęczyński	Spiczyn	wiejska	Spiczyn
lubelskie	łukowski	Adamów	wiejska	Adamów
lubelskie	łukowski	Krzywda	wiejska	Krzywda
lubelskie	łukowski	Łuków	miejska	Łuków
lubelskie	łukowski	Łuków	wiejska	Łuków
lubelskie	łukowski	Serokomla	wiejska	Serokomla
lubelskie	łukowski	Stanin	wiejska	Stanin
lubelskie	łukowski	Stoczek Łukowski	miejska	Stoczek Łukowski
lubelskie	łukowski	Stoczek Łukowski	wiejska	Stoczek Łukowski
lubelskie	łukowski	Trzebieszów	wiejska	Trzebieszów
lubelskie	łukowski	Wojcieszków	wiejska	Wojcieszków
lubelskie	łukowski	Wola Mysłowska	wiejska	Wola Mysłowska
lubelskie	opolski	Chodel	wiejska	Chodel
lubelskie	opolski	Józefów nad Wisłą	miejsko-wiejska	Józefów nad Wisłą
lubelskie	opolski	Karczmiska	wiejska	Karczmiska
lubelskie	opolski	Łaziska	wiejska	Łaziska
lubelskie	opolski	Opole Lubelskie	miejsko-wiejska	Opole Lubelskie
lubelskie	opolski	Poniatowa	miejsko-wiejska	Poniatowa
lubelskie	opolski	Wilków	wiejska	Wilków
lubelskie	parczewski	Dębowa Kłoda	wiejska	Dębowa Kłoda
lubelskie	parczewski	Jabłoń	wiejska	Jabłoń
lubelskie	parczewski	Milanów	wiejska	Milanów
lubelskie	parczewski	Parczew	miejsko-wiejska	Parczew
lubelskie	parczewski	Podedwórze	wiejska	Podedwórze
lubelskie	parczewski	Siemień	wiejska	Siemień
lubelskie	parczewski	Sosnowica	wiejska	Sosnowica
lubelskie	puławski	Baranów	wiejska	Baranów
lubelskie	puławski	Janowiec	wiejska	Janowiec
lubelskie	puławski	Kazimierz Dolny	miejsko-wiejska	Kazimierz Dolny
lubelskie	puławski	Końskowola	wiejska	Końskowola
lubelskie	puławski	Kurów	wiejska	Kurów
lubelskie	puławski	Markuszów	wiejska	Markuszów
lubelskie	puławski	Nałęczów	miejsko-wiejska	Nałęczów
lubelskie	puławski	Puławy	miejska	Puławy
lubelskie	puławski	Puławy	wiejska	Puławy
lubelskie	puławski	Wąwolnica	wiejska	Wąwolnica
lubelskie	puławski	Żyrzyn	wiejska	Żyrzyn
lubelskie	radzyński	Borki	wiejska	Borki
lubelskie	radzyński	Czemierniki	wiejska	Czemierniki
lubelskie	radzyński	Kąkolewnica	wiejska	Kąkolewnica
lubelskie	radzyński	Komarówka Podlaska	wiejska	Komarówka Podlaska
lubelskie	radzyński	Radzyń Podlaski	miejska	Radzyń Podlaski
lubelskie	radzyński	Radzyń Podlaski	wiejska	Radzyń Podlaski
lubelskie	radzyński	Ulan-Majorat	wiejska	Ulan-Majorat
lubelskie	radzyński	Wohyń	wiejska	Wohyń
lubelskie	rycki	Dęblin	miejska	Dęblin
lubelskie	rycki	Kłoczew	wiejska	Kłoczew
lubelskie	rycki	Nowodwór	wiejska	Nowodwór
lubelskie	rycki	Ryki	miejsko-wiejska	Ryki
lubelskie	rycki	Stężyca	wiejska	Stężyca
lubelskie	rycki	Ułęż	wiejska	Ułęż
lubelskie	świdnicki	Mełgiew	wiejska	Mełgiew
lubelskie	świdnicki	Piaski	miejsko-wiejska	Piaski
lubelskie	świdnicki	Rybczewice	wiejska	Rybczewice
lubelskie	świdnicki	Świdnik	miejska	Świdnik
lubelskie	świdnicki	Trawniki	wiejska	Trawniki
lubelskie	tomaszowski	Bełżec	wiejska	Bełżec
lubelskie	tomaszowski	Jarczów	wiejska	Jarczów
lubelskie	tomaszowski	Krynice	wiejska	Krynice
lubelskie	tomaszowski	Lubycza Królewska	miejsko-wiejska	Lubycza Królewska
lubelskie	tomaszowski	Łaszczów	miejsko-wiejska	Łaszczów
lubelskie	tomaszowski	Rachanie	wiejska	Rachanie
lubelskie	tomaszowski	Susiec	wiejska	Susiec
lubelskie	tomaszowski	Tarnawatka	wiejska	Tarnawatka
lubelskie	tomaszowski	Telatyn	wiejska	Telatyn
lubelskie	tomaszowski	Tomaszów Lubelski	miejska	Tomaszów Lubelski
lubelskie	tomaszowski	Tomaszów Lubelski	wiejska	Tomaszów Lubelski
lubelskie	tomaszowski	Tyszowce	miejsko-wiejska	Tyszowce
lubelskie	tomaszowski	Ulhówek	wiejska	Ulhówek
lubelskie	włodawski	Hanna	wiejska	Hanna
lubelskie	włodawski	Hańsk	wiejska	Hańsk
lubelskie	włodawski	Stary Brus	wiejska	Stary Brus
lubelskie	włodawski	Urszulin	wiejska	Urszulin
lubelskie	włodawski	Włodawa	miejska	Włodawa
lubelskie	włodawski	Włodawa	wiejska	Włodawa
lubelskie	włodawski	Wola Uhruska	wiejska	Wola Uhruska
lubelskie	włodawski	Wyryki	wiejska	Wyryki
lubelskie	zamojski	Adamów	wiejska	Adamów
lubelskie	zamojski	Grabowiec	wiejska	Grabowiec
lubelskie	zamojski	Komarów-Osada	wiejska	Komarów-Osada
lubelskie	zamojski	Krasnobród	miejsko-wiejska	Krasnobród
lubelskie	zamojski	Łabunie	wiejska	Łabunie
lubelskie	zamojski	Miączyn	wiejska	Miączyn
lubelskie	zamojski	Nielisz	wiejska	Nielisz
lubelskie	zamojski	Radecznica	wiejska	Radecznica
lubelskie	zamojski	Sitno	wiejska	Sitno
lubelskie	zamojski	Skierbieszów	wiejska	Skierbieszów
lubelskie	zamojski	Stary Zamość	wiejska	Stary Zamość
lubelskie	zamojski	Sułów	wiejska	Sułów
lubelskie	zamojski	Szczebrzeszyn	miejsko-wiejska	Szczebrzeszyn
lubelskie	zamojski	Zamość	wiejska	Zamość
lubelskie	zamojski	Zwierzyniec	miejsko-wiejska	Zwierzyniec
lubelskie	Zamość	Zamość	miejska	Zamość
lubuskie	gorzowski	Bogdaniec	wiejska	Bogdaniec
lubuskie	gorzowski	Deszczno	wiejska	Deszczno
lubuskie	gorzowski	Kłodawa	wiejska	Kłodawa
lubuskie	gorzowski	Kostrzyn nad Odrą	miejska	Kostrzyn nad Odrą
lubuskie	gorzowski	Lubiszyn	wiejska	Lubiszyn
lubuskie	gorzowski	Santok	wiejska	Santok
lubuskie	gorzowski	Witnica	miejsko-wiejska	Witnica
lubuskie	Gorzów Wielkopolski	Gorzów Wielkopolski	miejska	Gorzów Wielkopolski
lubuskie	krośnieński	Bobrowice	wiejska	Bobrowice
lubuskie	krośnieński	Bytnica	wiejska	Bytnica
lubuskie	krośnieński	Dąbie	wiejska	Dąbie
lubuskie	krośnieński	Gubin	miejska	Gubin
lubuskie	krośnieński	Gubin	wiejska	Gubin
lubuskie	krośnieński	Krosno Odrzańskie	miejsko-wiejska	Krosno Odrzańskie
lubuskie	krośnieński	Maszewo	wiejska	Maszewo
lubuskie	międzyrzecki	Bledzew	wiejska	Bledzew
lubuskie	międzyrzecki	Międzyrzecz	miejsko-wiejska	Międzyrzecz
lubuskie	międzyrzecki	Przytoczna	wiejska	Przytoczna
lubuskie	międzyrzecki	Pszczew	wiejska	Pszczew
lubuskie	międzyrzecki	Skwierzyna	miejsko-wiejska	Skwierzyna
lubuskie	międzyrzecki	Trzciel	miejsko-wiejska	Trzciel
lubuskie	nowosolski	Bytom Odrzański	miejsko-wiejska	Bytom Odrzański
lubuskie	nowosolski	Kolsko	wiejska	Kolsko
lubuskie	nowosolski	Kożuchów	miejsko-wiejska	Kożuchów
lubuskie	nowosolski	Nowa Sól	miejska	Nowa Sól
lubuskie	nowosolski	Nowa Sól	wiejska	Nowa Sól
lubuskie	nowosolski	Nowe Miasteczko	miejsko-wiejska	Nowe Miasteczko
lubuskie	nowosolski	Otyń	miejsko-wiejska	Otyń
lubuskie	nowosolski	Siedlisko	wiejska	Siedlisko
lubuskie	wschowski	Sława	miejsko-wiejska	Sława
lubuskie	wschowski	Szlichtyngowa	miejsko-wiejska	Szlichtyngowa
lubuskie	wschowski	Wschowa	miejsko-wiejska	Wschowa
lubuskie	słubicki	Cybinka	miejsko-wiejska	Cybinka
lubuskie	słubicki	Górzyca	wiejska	Górzyca
lubuskie	słubicki	Ośno Lubuskie	miejsko-wiejska	Ośno Lubuskie
lubuskie	słubicki	Rzepin	miejsko-wiejska	Rzepin
lubuskie	słubicki	Słubice	miejsko-wiejska	Słubice
lubuskie	strzelecko-drezdenecki	Dobiegniew	miejsko-wiejska	Dobiegniew
lubuskie	strzelecko-drezdenecki	Drezdenko	miejsko-wiejska	Drezdenko
lubuskie	strzelecko-drezdenecki	Stare Kurowo	wiejska	Stare Kurowo
lubuskie	strzelecko-drezdenecki	Strzelce Krajeńskie	miejsko-wiejska	Strzelce Krajeńskie
lubuskie	strzelecko-drezdenecki	Zwierzyn	wiejska	Zwierzyn
lubuskie	sulęciński	Krzeszyce	wiejska	Krzeszyce
lubuskie	sulęciński	Lubniewice	miejsko-wiejska	Lubniewice
lubuskie	sulęciński	Słońsk	wiejska	Słońsk
lubuskie	sulęciński	Sulęcin	miejsko-wiejska	Sulęcin
lubuskie	sulęciński	Torzym	miejsko-wiejska	Torzym
lubuskie	świebodziński	Lubrza	wiejska	Lubrza
lubuskie	świebodziński	Łagów	wiejska	Łagów
lubuskie	świebodziński	Skąpe	wiejska	Skąpe
lubuskie	świebodziński	Szczaniec	wiejska	Szczaniec
lubuskie	świebodziński	Świebodzin	miejsko-wiejska	Świebodzin
lubuskie	świebodziński	Zbąszynek	miejsko-wiejska	Zbąszynek
lubuskie	Zielona Góra	Zielona Góra	miejska	Zielona Góra
lubuskie	zielonogórski	Babimost	miejsko-wiejska	Babimost
lubuskie	zielonogórski	Bojadła	wiejska	Bojadła
lubuskie	zielonogórski	Czerwieńsk	miejsko-wiejska	Czerwieńsk
lubuskie	zielonogórski	Kargowa	miejsko-wiejska	Kargowa
lubuskie	zielonogórski	Nowogród Bobrzański	miejsko-wiejska	Nowogród Bobrzański
lubuskie	zielonogórski	Sulechów	miejsko-wiejska	Sulechów
lubuskie	zielonogórski	Świdnica	wiejska	Świdnica
lubuskie	zielonogórski	Trzebiechów	wiejska	Trzebiechów
lubuskie	zielonogórski	Zabór	wiejska	Zabór
lubuskie	żagański	Brzeźnica	wiejska	Brzeźnica
lubuskie	żagański	Gozdnica	miejska	Gozdnica
lubuskie	żagański	Iłowa	miejsko-wiejska	Iłowa
lubuskie	żagański	Małomice	miejsko-wiejska	Małomice
lubuskie	żagański	Niegosławice	wiejska	Niegosławice
lubuskie	żagański	Szprotawa	miejsko-wiejska	Szprotawa
lubuskie	żagański	Wymiarki	wiejska	Wymiarki
lubuskie	żagański	Żagań	miejska	Żagań
lubuskie	żagański	Żagań	wiejska	Żagań
lubuskie	żarski	Brody	wiejska	Brody
lubuskie	żarski	Jasień	miejsko-wiejska	Jasień
lubuskie	żarski	Lipinki Łużyckie	wiejska	Lipinki Łużyckie
lubuskie	żarski	Lubsko	miejsko-wiejska	Lubsko
lubuskie	żarski	Łęknica	miejska	Łęknica
lubuskie	żarski	Przewóz	wiejska	Przewóz
lubuskie	żarski	Trzebiel	wiejska	Trzebiel
lubuskie	żarski	Tuplice	wiejska	Tuplice
lubuskie	żarski	Żary	miejska	Żary
lubuskie	żarski	Żary	wiejska	Żary
łódzkie	bełchatowski	Bełchatów	miejska	Bełchatów
łódzkie	bełchatowski	Bełchatów	wiejska	Bełchatów
łódzkie	bełchatowski	Drużbice	wiejska	Drużbice
łódzkie	bełchatowski	Kleszczów	wiejska	Kleszczów
łódzkie	bełchatowski	Kluki	wiejska	Kluki
łódzkie	bełchatowski	Rusiec	wiejska	Rusiec
łódzkie	bełchatowski	Szczerców	wiejska	Szczerców
łódzkie	bełchatowski	Zelów	miejsko-wiejska	Zelów
łódzkie	kutnowski	Bedlno	wiejska	Bedlno
łódzkie	kutnowski	Dąbrowice	wiejska	Dąbrowice
łódzkie	kutnowski	Krośniewice	miejsko-wiejska	Krośniewice
łódzkie	kutnowski	Krzyżanów	wiejska	Krzyżanów
łódzkie	kutnowski	Kutno	miejska	Kutno
łódzkie	kutnowski	Kutno	wiejska	Kutno
łódzkie	kutnowski	Łanięta	wiejska	Łanięta
łódzkie	kutnowski	Nowe Ostrowy	wiejska	Nowe Ostrowy
łódzkie	kutnowski	Oporów	wiejska	Oporów
łódzkie	kutnowski	Strzelce	wiejska	Strzelce
łódzkie	kutnowski	Żychlin	miejsko-wiejska	Żychlin
łódzkie	łaski	Buczek	wiejska	Buczek
łódzkie	łaski	Łask	miejsko-wiejska	Łask
łódzkie	łaski	Sędziejowice	wiejska	Sędziejowice
łódzkie	łaski	Widawa	wiejska	Widawa
łódzkie	łaski	Wodzierady	wiejska	Wodzierady
łódzkie	łęczycki	Daszyna	wiejska	Daszyna
łódzkie	łęczycki	Góra Świętej Małgorzaty	wiejska	Góra Świętej Małgorzaty
łódzkie	łęczycki	Grabów	wiejska	Grabów
łódzkie	łęczycki	Łęczyca	miejska	Łęczyca
łódzkie	łęczycki	Łęczyca	wiejska	Łęczyca
łódzkie	łęczycki	Piątek	wiejska	Piątek
łódzkie	łęczycki	Świnice Warckie	wiejska	Świnice Warckie
łódzkie	łęczycki	Witonia	wiejska	Witonia
łódzkie	łowicki	Bielawy	wiejska	Bielawy
łódzkie	łowicki	Chąśno	wiejska	Chąśno
łódzkie	łowicki	Domaniewice	wiejska	Domaniewice
łódzkie	łowicki	Kiernozia	wiejska	Kiernozia
łódzkie	łowicki	Kocierzew Południowy	wiejska	Kocierzew Południowy
łódzkie	łowicki	Łowicz	miejska	Łowicz
łódzkie	łowicki	Łowicz	wiejska	Łowicz
łódzkie	łowicki	Łyszkowice	wiejska	Łyszkowice
łódzkie	łowicki	Nieborów	wiejska	Nieborów
łódzkie	łowicki	Zduny	wiejska	Zduny
łódzkie	łódzki wschodni	Andrespol	wiejska	Andrespol
łódzkie	łódzki wschodni	Brójce	wiejska	Brójce
łódzkie	brzeziński	Brzeziny	miejska	Brzeziny
łódzkie	brzeziński	Brzeziny	wiejska	Brzeziny
łódzkie	brzeziński	Dmosin	wiejska	Dmosin
łódzkie	brzeziński	Jeżów	wiejska	Jeżów
łódzkie	łódzki wschodni	Koluszki	miejsko-wiejska	Koluszki
łódzkie	łódzki wschodni	Nowosolna	wiejska	Łódź
łódzkie	brzeziński	Rogów	wiejska	Rogów
łódzkie	łódzki wschodni	Rzgów	miejsko-wiejska	Rzgów
łódzkie	łódzki wschodni	Tuszyn	miejsko-wiejska	Tuszyn
łódzkie	Łódź	Łódź	miejska	Łódź
łódzkie	opoczyński	Białaczów	wiejska	Białaczów
łódzkie	opoczyński	Drzewica	miejsko-wiejska	Drzewica
łódzkie	opoczyński	Mniszków	wiejska	Mniszków
łódzkie	opoczyński	Opoczno	miejsko-wiejska	Opoczno
łódzkie	opoczyński	Paradyż	wiejska	Paradyż
łódzkie	opoczyński	Poświętne	wiejska	Poświętne
łódzkie	opoczyński	Sławno	wiejska	Sławno
łódzkie	opoczyński	Żarnów	wiejska	Żarnów
łódzkie	pabianicki	Dłutów	wiejska	Dłutów
łódzkie	pabianicki	Dobroń	wiejska	Dobroń
łódzkie	pabianicki	Konstantynów Łódzki	miejska	Konstantynów Łódzki
łódzkie	pabianicki	Ksawerów	wiejska	Ksawerów
łódzkie	pabianicki	Lutomiersk	wiejska	Lutomiersk
łódzkie	pabianicki	Pabianice	miejska	Pabianice
łódzkie	pabianicki	Pabianice	wiejska	Pabianice
łódzkie	pajęczański	Działoszyn	miejsko-wiejska	Działoszyn
łódzkie	pajęczański	Kiełczygłów	wiejska	Kiełczygłów
łódzkie	pajęczański	Nowa Brzeźnica	wiejska	Nowa Brzeźnica
łódzkie	pajęczański	Pajęczno	miejsko-wiejska	Pajęczno
łódzkie	pajęczański	Rząśnia	wiejska	Rząśnia
łódzkie	pajęczański	Siemkowice	wiejska	Siemkowice
łódzkie	pajęczański	Strzelce Wielkie	wiejska	Strzelce Wielkie
łódzkie	pajęczański	Sulmierzyce	wiejska	Sulmierzyce
łódzkie	piotrkowski	Aleksandrów	wiejska	Aleksandrów
łódzkie	piotrkowski	Czarnocin	wiejska	Czarnocin
łódzkie	piotrkowski	Gorzkowice	wiejska	Gorzkowice
łódzkie	piotrkowski	Grabica	wiejska	Grabica
łódzkie	piotrkowski	Łęki Szlacheckie	wiejska	Łęki Szlacheckie
łódzkie	piotrkowski	Moszczenica	wiejska	Moszczenica
łódzkie	piotrkowski	Ręczno	wiejska	Ręczno
łódzkie	piotrkowski	Rozprza	wiejska	Rozprza
łódzkie	piotrkowski	Sulejów	miejsko-wiejska	Sulejów
łódzkie	piotrkowski	Wola Krzysztoporska	wiejska	Wola Krzysztoporska
łódzkie	piotrkowski	Wolbórz	miejsko-wiejska	Wolbórz
łódzkie	Piotrków Trybunalski	Piotrków Trybunalski	miejska	Piotrków Trybunalski
łódzkie	poddębicki	Dalików	wiejska	Dalików
łódzkie	poddębicki	Pęczniew	wiejska	Pęczniew
łódzkie	poddębicki	Poddębice	miejsko-wiejska	Poddębice
łódzkie	poddębicki	Uniejów	miejsko-wiejska	Uniejów
łódzkie	poddębicki	Wartkowice	wiejska	Wartkowice
łódzkie	poddębicki	Zadzim	wiejska	Zadzim
łódzkie	radomszczański	Dobryszyce	wiejska	Dobryszyce
łódzkie	radomszczański	Gidle	wiejska	Gidle
łódzkie	radomszczański	Gomunice	wiejska	Gomunice
łódzkie	radomszczański	Kamieńsk	miejsko-wiejska	Kamieńsk
łódzkie	radomszczański	Kobiele Wielkie	wiejska	Kobiele Wielkie
łódzkie	radomszczański	Kodrąb	wiejska	Kodrąb
łódzkie	radomszczański	Lgota Wielka	wiejska	Lgota Wielka
łódzkie	radomszczański	Ładzice	wiejska	Ładzice
łódzkie	radomszczański	Masłowice	wiejska	Masłowice
łódzkie	radomszczański	Przedbórz	miejsko-wiejska	Przedbórz
łódzkie	radomszczański	Radomsko	miejska	Radomsko
łódzkie	radomszczański	Radomsko	wiejska	Radomsko
łódzkie	radomszczański	Wielgomłyny	wiejska	Wielgomłyny
łódzkie	radomszczański	Żytno	wiejska	Żytno
łódzkie	rawski	Biała Rawska	miejsko-wiejska	Biała Rawska
łódzkie	rawski	Cielądz	wiejska	Cielądz
łódzkie	rawski	Rawa Mazowiecka	miejska	Rawa Mazowiecka
łódzkie	rawski	Rawa Mazowiecka	wiejska	Rawa Mazowiecka
łódzkie	rawski	Regnów	wiejska	Regnów
łódzkie	rawski	Sadkowice	wiejska	Sadkowice
łódzkie	sieradzki	Błaszki	miejsko-wiejska	Błaszki
łódzkie	sieradzki	Brąszewice	wiejska	Brąszewice
łódzkie	sieradzki	Brzeźnio	wiejska	Brzeźnio
łódzkie	sieradzki	Burzenin	wiejska	Burzenin
łódzkie	sieradzki	Goszczanów	wiejska	Goszczanów
łódzkie	sieradzki	Klonowa	wiejska	Klonowa
łódzkie	sieradzki	Sieradz	miejska	Sieradz
łódzkie	sieradzki	Sieradz	wiejska	Sieradz
łódzkie	sieradzki	Warta	miejsko-wiejska	Warta
łódzkie	sieradzki	Wróblew	wiejska	Wróblew
łódzkie	sieradzki	Złoczew	miejsko-wiejska	Złoczew
łódzkie	Skierniewice	Skierniewice	miejska	Skierniewice
łódzkie	skierniewicki	Bolimów	wiejska	Bolimów
łódzkie	skierniewicki	Głuchów	wiejska	Głuchów
łódzkie	skierniewicki	Godzianów	wiejska	Godzianów
łódzkie	skierniewicki	Kowiesy	wiejska	Kowiesy
łódzkie	skierniewicki	Lipce Reymontowskie	wiejska	Lipce Reymontowskie
łódzkie	skierniewicki	Maków	wiejska	Maków
łódzkie	skierniewicki	Nowy Kawęczyn	wiejska	Nowy Kawęczyn
łódzkie	skierniewicki	Skierniewice	wiejska	Skierniewice
łódzkie	skierniewicki	Słupia	wiejska	Słupia
łódzkie	tomaszowski	Będków	wiejska	Będków
łódzkie	tomaszowski	Budziszewice	wiejska	Budziszewice
łódzkie	tomaszowski	Czerniewice	wiejska	Czerniewice
łódzkie	tomaszowski	Inowłódz	wiejska	Inowłódz
łódzkie	tomaszowski	Lubochnia	wiejska	Lubochnia
łódzkie	tomaszowski	Rokiciny	wiejska	Rokiciny
łódzkie	tomaszowski	Rzeczyca	wiejska	Rzeczyca
łódzkie	tomaszowski	Tomaszów Mazowiecki	miejska	Tomaszów Mazowiecki
łódzkie	tomaszowski	Tomaszów Mazowiecki	wiejska	Tomaszów Mazowiecki
łódzkie	tomaszowski	Ujazd	wiejska	Ujazd
łódzkie	tomaszowski	Żelechlinek	wiejska	Żelechlinek
łódzkie	wieluński	Biała	wiejska	Biała Druga
łódzkie	wieluński	Czarnożyły	wiejska	Czarnożyły
łódzkie	wieluński	Konopnica	wiejska	Konopnica
łódzkie	wieluński	Mokrsko	wiejska	Mokrsko
łódzkie	wieluński	Osjaków	wiejska	Osjaków
łódzkie	wieluński	Ostrówek	wiejska	Ostrówek
łódzkie	wieluński	Pątnów	wiejska	Pątnów
łódzkie	wieluński	Skomlin	wiejska	Skomlin
łódzkie	wieluński	Wieluń	miejsko-wiejska	Wieluń
łódzkie	wieluński	Wierzchlas	wiejska	Wierzchlas
łódzkie	wieruszowski	Bolesławiec	wiejska	Bolesławiec
łódzkie	wieruszowski	Czastary	wiejska	Czastary
łódzkie	wieruszowski	Galewice	wiejska	Galewice
łódzkie	wieruszowski	Lututów	wiejska	Lututów
łódzkie	wieruszowski	Łubnice	wiejska	Łubnice
łódzkie	wieruszowski	Sokolniki	wiejska	Sokolniki
łódzkie	wieruszowski	Wieruszów	miejsko-wiejska	Wieruszów
łódzkie	zduńskowolski	Szadek	miejsko-wiejska	Szadek
łódzkie	zduńskowolski	Zapolice	wiejska	Zapolice
łódzkie	zduńskowolski	Zduńska Wola	miejska	Zduńska Wola
łódzkie	zduńskowolski	Zduńska Wola	wiejska	Zduńska Wola
łódzkie	zgierski	Aleksandrów Łódzki	miejsko-wiejska	Aleksandrów Łódzki
łódzkie	zgierski	Głowno	miejska	Głowno
łódzkie	zgierski	Głowno	wiejska	Głowno
łódzkie	zgierski	Ozorków	miejska	Ozorków
łódzkie	zgierski	Ozorków	wiejska	Ozorków
łódzkie	zgierski	Parzęczew	wiejska	Parzęczew
łódzkie	zgierski	Stryków	miejsko-wiejska	Stryków
łódzkie	zgierski	Zgierz	miejska	Zgierz
łódzkie	zgierski	Zgierz	wiejska	Zgierz
małopolskie	bocheński	Bochnia	miejska	Bochnia
małopolskie	bocheński	Bochnia	wiejska	Bochnia
małopolskie	bocheński	Drwinia	wiejska	Drwinia
małopolskie	bocheński	Lipnica Murowana	wiejska	Lipnica Murowana
małopolskie	bocheński	Łapanów	wiejska	Łapanów
małopolskie	bocheński	Nowy Wiśnicz	miejsko-wiejska	Nowy Wiśnicz
małopolskie	bocheński	Rzezawa	wiejska	Rzezawa
małopolskie	bocheński	Trzciana	wiejska	Trzciana
małopolskie	bocheński	Żegocina	wiejska	Żegocina
małopolskie	brzeski	Borzęcin	wiejska	Borzęcin
małopolskie	brzeski	Brzesko	miejsko-wiejska	Brzesko
małopolskie	brzeski	Czchów	miejsko-wiejska	Czchów
małopolskie	brzeski	Dębno	wiejska	Dębno
małopolskie	brzeski	Gnojnik	wiejska	Gnojnik
małopolskie	brzeski	Iwkowa	wiejska	Iwkowa
małopolskie	brzeski	Szczurowa	wiejska	Szczurowa
małopolskie	chrzanowski	Alwernia	miejsko-wiejska	Alwernia
małopolskie	chrzanowski	Babice	wiejska	Babice
małopolskie	chrzanowski	Chrzanów	miejsko-wiejska	Chrzanów
małopolskie	chrzanowski	Libiąż	miejsko-wiejska	Libiąż
małopolskie	chrzanowski	Trzebinia	miejsko-wiejska	Trzebinia
małopolskie	dąbrowski	Bolesław	wiejska	Bolesław
małopolskie	dąbrowski	Dąbrowa Tarnowska	miejsko-wiejska	Dąbrowa Tarnowska
małopolskie	dąbrowski	Gręboszów	wiejska	Gręboszów
małopolskie	dąbrowski	Mędrzechów	wiejska	Mędrzechów
małopolskie	dąbrowski	Olesno	wiejska	Olesno
małopolskie	dąbrowski	Radgoszcz	wiejska	Radgoszcz
małopolskie	dąbrowski	Szczucin	miejsko-wiejska	Szczucin
małopolskie	gorlicki	Biecz	miejsko-wiejska	Biecz
małopolskie	gorlicki	Bobowa	miejsko-wiejska	Bobowa
małopolskie	gorlicki	Gorlice	miejska	Gorlice
małopolskie	gorlicki	Gorlice	wiejska	Gorlice
małopolskie	gorlicki	Lipinki	wiejska	Lipinki
małopolskie	gorlicki	Łużna	wiejska	Łużna
małopolskie	gorlicki	Moszczenica	wiejska	Moszczenica
małopolskie	gorlicki	Ropa	wiejska	Ropa
małopolskie	gorlicki	Sękowa	wiejska	Sękowa
małopolskie	gorlicki	Uście Gorlickie	wiejska	Uście Gorlickie
małopolskie	krakowski	Czernichów	wiejska	Czernichów
małopolskie	krakowski	Igołomia-Wawrzeńczyce	wiejska	Wawrzeńczyce
małopolskie	krakowski	Iwanowice	wiejska	Iwanowice
małopolskie	krakowski	Jerzmanowice-Przeginia	wiejska	Jerzmanowice
małopolskie	krakowski	Kocmyrzów-Luborzyca	wiejska	Luborzyca
małopolskie	krakowski	Krzeszowice	miejsko-wiejska	Krzeszowice
małopolskie	krakowski	Liszki	wiejska	Liszki
małopolskie	krakowski	Michałowice	wiejska	Michałowice
