Województwo	Powiat	Gmina	Typ	Siedziba
warmińsko-mazurskie	szczycieński	Pasym	miejsko-wiejska	Pasym
warmińsko-mazurskie	szczycieński	Rozogi	wiejska	Rozogi
warmińsko-mazurskie	szczycieński	Szczytno	miejska	Szczytno
warmińsko-mazurskie	szczycieński	Szczytno	wiejska	Szczytno
warmińsko-mazurskie	szczycieński	Świętajno	wiejska	Świętajno
warmińsko-mazurskie	szczycieński	Wielbark	wiejska	Wielbark
wielkopolskie	chodzieski	Budzyń	wiejska	Budzyń
wielkopolskie	chodzieski	Chodzież	miejska	Chodzież
wielkopolskie	chodzieski	Chodzież	wiejska	Chodzież
wielkopolskie	chodzieski	Margonin	miejsko-wiejska	Margonin
wielkopolskie	chodzieski	Szamocin	miejsko-wiejska	Szamocin
wielkopolskie	czarnkowsko-trzcianecki	Czarnków	miejska	Czarnków
wielkopolskie	czarnkowsko-trzcianecki	Czarnków	wiejska	Czarnków
wielkopolskie	czarnkowsko-trzcianecki	Drawsko	wiejska	Drawsko
wielkopolskie	czarnkowsko-trzcianecki	Krzyż Wielkopolski	miejsko-wiejska	Krzyż Wielkopolski
wielkopolskie	czarnkowsko-trzcianecki	Lubasz	wiejska	Lubasz
wielkopolskie	czarnkowsko-trzcianecki	Połajewo	wiejska	Połajewo
wielkopolskie	czarnkowsko-trzcianecki	Trzcianka	miejsko-wiejska	Trzcianka
wielkopolskie	czarnkowsko-trzcianecki	Wieleń	miejsko-wiejska	Wieleń
wielkopolskie	gnieźnieński	Czerniejewo	miejsko-wiejska	Czerniejewo
wielkopolskie	gnieźnieński	Gniezno	miejska	Gniezno
wielkopolskie	gnieźnieński	Gniezno	wiejska	Gniezno
wielkopolskie	gnieźnieński	Kiszkowo	wiejska	Kiszkowo
wielkopolskie	gnieźnieński	Kłecko	miejsko-wiejska	Kłecko
wielkopolskie	gnieźnieński	Łubowo	wiejska	Łubowo
wielkopolskie	gnieźnieński	Mieleszyn	wiejska	Mieleszyn
wielkopolskie	gnieźnieński	Niechanowo	wiejska	Niechanowo
wielkopolskie	gnieźnieński	Trzemeszno	miejsko-wiejska	Trzemeszno
wielkopolskie	gnieźnieński	Witkowo	miejsko-wiejska	Witkowo
wielkopolskie	gostyński	Borek Wielkopolski	miejsko-wiejska	Borek Wielkopolski
wielkopolskie	gostyński	Gostyń	miejsko-wiejska	Gostyń
wielkopolskie	gostyński	Krobia	miejsko-wiejska	Krobia
wielkopolskie	gostyński	Pępowo	wiejska	Pępowo
wielkopolskie	gostyński	Piaski	wiejska	Piaski
wielkopolskie	gostyński	Pogorzela	miejsko-wiejska	Pogorzela
wielkopolskie	gostyński	Poniec	miejsko-wiejska	Poniec
wielkopolskie	grodziski	Granowo	wiejska	Granowo
wielkopolskie	grodziski	Grodzisk Wielkopolski	miejsko-wiejska	Grodzisk Wielkopolski
wielkopolskie	grodziski	Kamieniec	wiejska	Kamieniec
wielkopolskie	grodziski	Rakoniewice	miejsko-wiejska	Rakoniewice
wielkopolskie	grodziski	Wielichowo	miejsko-wiejska	Wielichowo
wielkopolskie	jarociński	Jaraczewo	miejsko-wiejska	Jaraczewo
wielkopolskie	jarociński	Jarocin	miejsko-wiejska	Jarocin
wielkopolskie	jarociński	Kotlin	wiejska	Kotlin
wielkopolskie	jarociński	Żerków	miejsko-wiejska	Żerków
wielkopolskie	kaliski	Blizanów	wiejska	Blizanów
wielkopolskie	kaliski	Brzeziny	wiejska	Brzeziny
wielkopolskie	kaliski	Ceków-Kolonia	wiejska	Ceków-Kolonia
wielkopolskie	kaliski	Godziesze Wielkie	wiejska	Godziesze Wielkie
wielkopolskie	kaliski	Koźminek	wiejska	Koźminek
wielkopolskie	kaliski	Lisków	wiejska	Lisków
wielkopolskie	kaliski	Mycielin	wiejska	Słuszków
wielkopolskie	kaliski	Opatówek	wiejska	Opatówek
wielkopolskie	kaliski	Stawiszyn	miejsko-wiejska	Stawiszyn
wielkopolskie	kaliski	Szczytniki	wiejska	Szczytniki
wielkopolskie	kaliski	Żelazków	wiejska	Żelazków
wielkopolskie	Kalisz	Kalisz	miejska	Kalisz
wielkopolskie	kępiński	Baranów	wiejska	Baranów
wielkopolskie	kępiński	Bralin	wiejska	Bralin
wielkopolskie	kępiński	Kępno	miejsko-wiejska	Kępno
wielkopolskie	kępiński	Łęka Opatowska	wiejska	Łęka Opatowska
wielkopolskie	kępiński	Perzów	wiejska	Perzów
wielkopolskie	kępiński	Rychtal	wiejska	Rychtal
wielkopolskie	kępiński	Trzcinica	wiejska	Trzcinica
wielkopolskie	kolski	Babiak	wiejska	Babiak
wielkopolskie	kolski	Chodów	wiejska	Chodów
wielkopolskie	kolski	Dąbie	miejsko-wiejska	Dąbie
wielkopolskie	kolski	Grzegorzew	wiejska	Grzegorzew
wielkopolskie	kolski	Kłodawa	miejsko-wiejska	Kłodawa
wielkopolskie	kolski	Koło	miejska	Koło
wielkopolskie	kolski	Koło	wiejska	Koło
wielkopolskie	kolski	Kościelec	wiejska	Kościelec
wielkopolskie	kolski	Olszówka	wiejska	Olszówka
wielkopolskie	kolski	Osiek Mały	wiejska	Osiek Mały
wielkopolskie	kolski	Przedecz	miejsko-wiejska	Przedecz
wielkopolskie	Konin	Konin	miejska	Konin
wielkopolskie	koniński	Golina	miejsko-wiejska	Golina
wielkopolskie	koniński	Grodziec	wiejska	Grodziec
wielkopolskie	koniński	Kazimierz Biskupi	wiejska	Kazimierz Biskupi
wielkopolskie	koniński	Kleczew	miejsko-wiejska	Kleczew
wielkopolskie	koniński	Kramsk	wiejska	Kramsk
wielkopolskie	koniński	Krzymów	wiejska	Krzymów
wielkopolskie	koniński	Rychwał	miejsko-wiejska	Rychwał
wielkopolskie	koniński	Rzgów	wiejska	Rzgów
wielkopolskie	koniński	Skulsk	wiejska	Skulsk
wielkopolskie	koniński	Sompolno	miejsko-wiejska	Sompolno
wielkopolskie	koniński	Stare Miasto	wiejska	Stare Miasto
wielkopolskie	koniński	Ślesin	miejsko-wiejska	Ślesin
wielkopolskie	koniński	Wierzbinek	wiejska	Wierzbinek
wielkopolskie	koniński	Wilczyn	wiejska	Wilczyn
wielkopolskie	kościański	Czempiń	miejsko-wiejska	Czempiń
wielkopolskie	kościański	Kościan	miejska	Kościan
wielkopolskie	kościański	Kościan	wiejska	Kościan
wielkopolskie	kościański	Krzywiń	miejsko-wiejska	Krzywiń
wielkopolskie	kościański	Śmigiel	miejsko-wiejska	Śmigiel
wielkopolskie	krotoszyński	Kobylin	miejsko-wiejska	Kobylin
wielkopolskie	krotoszyński	Koźmin Wielkopolski	miejsko-wiejska	Koźmin Wielkopolski
wielkopolskie	krotoszyński	Krotoszyn	miejsko-wiejska	Krotoszyn
wielkopolskie	krotoszyński	Rozdrażew	wiejska	Rozdrażew
wielkopolskie	krotoszyński	Sulmierzyce	miejska	Sulmierzyce
wielkopolskie	krotoszyński	Zduny	miejsko-wiejska	Zduny
wielkopolskie	leszczyński	Krzemieniewo	wiejska	Krzemieniewo
wielkopolskie	leszczyński	Lipno	wiejska	Lipno
wielkopolskie	leszczyński	Osieczna	miejsko-wiejska	Osieczna
wielkopolskie	leszczyński	Rydzyna	miejsko-wiejska	Rydzyna
wielkopolskie	leszczyński	Święciechowa	wiejska	Święciechowa
wielkopolskie	leszczyński	Wijewo	wiejska	Wijewo
wielkopolskie	leszczyński	Włoszakowice	wiejska	Włoszakowice
wielkopolskie	Leszno	Leszno	miejska	Leszno
wielkopolskie	międzychodzki	Chrzypsko Wielkie	wiejska	Chrzypsko Wielkie
wielkopolskie	międzychodzki	Kwilcz	wiejska	Kwilcz
wielkopolskie	międzychodzki	Międzychód	miejsko-wiejska	Międzychód
wielkopolskie	międzychodzki	Sieraków	miejsko-wiejska	Sieraków
wielkopolskie	nowotomyski	Kuślin	wiejska	Kuślin
wielkopolskie	nowotomyski	Lwówek	miejsko-wiejska	Lwówek
wielkopolskie	nowotomyski	Miedzichowo	wiejska	Miedzichowo
wielkopolskie	nowotomyski	Nowy Tomyśl	miejsko-wiejska	Nowy Tomyśl
wielkopolskie	nowotomyski	Opalenica	miejsko-wiejska	Opalenica
wielkopolskie	nowotomyski	Zbąszyń	miejsko-wiejska	Zbąszyń
wielkopolskie	obornicki	Oborniki	miejsko-wiejska	Oborniki
wielkopolskie	obornicki	Rogoźno	miejsko-wiejska	Rogoźno
wielkopolskie	obornicki	Ryczywół	wiejska	Ryczywół
wielkopolskie	ostrowski	Nowe Skalmierzyce	miejsko-wiejska	Skalmierzyce
wielkopolskie	ostrowski	Odolanów	miejsko-wiejska	Odolanów
wielkopolskie	ostrowski	Ostrów Wielkopolski	miejska	Ostrów Wielkopolski
wielkopolskie	ostrowski	Ostrów Wielkopolski	wiejska	Ostrów Wielkopolski
wielkopolskie	ostrowski	Przygodzice	wiejska	Przygodzice
wielkopolskie	ostrowski	Raszków	miejsko-wiejska	Raszków
wielkopolskie	ostrowski	Sieroszewice	wiejska	Sieroszewice
wielkopolskie	ostrowski	Sośnie	wiejska	Sośnie
wielkopolskie	ostrzeszowski	Czajków	wiejska	Czajków
wielkopolskie	ostrzeszowski	Doruchów	wiejska	Doruchów
wielkopolskie	ostrzeszowski	Grabów nad Prosną	miejsko-wiejska	Grabów nad Prosną
wielkopolskie	ostrzeszowski	Kobyla Góra	wiejska	Kobyla Góra
wielkopolskie	ostrzeszowski	Kraszewice	wiejska	Kraszewice
wielkopolskie	ostrzeszowski	Mikstat	miejsko-wiejska	Mikstat
wielkopolskie	ostrzeszowski	Ostrzeszów	miejsko-wiejska	Ostrzeszów
wielkopolskie	pilski	Białośliwie	wiejska	Białośliwie
wielkopolskie	pilski	Kaczory	wiejska	Kaczory
wielkopolskie	pilski	Łobżenica	miejsko-wiejska	Łobżenica
wielkopolskie	pilski	Miasteczko Krajeńskie	wiejska	Miasteczko Krajeńskie
wielkopolskie	pilski	Piła	miejska	Piła
wielkopolskie	pilski	Szydłowo	wiejska	Szydłowo
wielkopolskie	pilski	Ujście	miejsko-wiejska	Ujście
wielkopolskie	pilski	Wyrzysk	miejsko-wiejska	Wyrzysk
wielkopolskie	pilski	Wysoka	miejsko-wiejska	Wysoka
wielkopolskie	pleszewski	Chocz	miejsko-wiejska	Chocz
wielkopolskie	pleszewski	Czermin	wiejska	Czermin
wielkopolskie	pleszewski	Dobrzyca	miejsko-wiejska	Dobrzyca
wielkopolskie	pleszewski	Gizałki	wiejska	Gizałki
wielkopolskie	pleszewski	Gołuchów	wiejska	Gołuchów
wielkopolskie	pleszewski	Pleszew	miejsko-wiejska	Pleszew
wielkopolskie	Poznań	Poznań	miejska	Poznań
wielkopolskie	poznański	Buk	miejsko-wiejska	Buk
wielkopolskie	poznański	Czerwonak	wiejska	Czerwonak
wielkopolskie	poznański	Dopiewo	wiejska	Dopiewo
wielkopolskie	poznański	Kleszczewo	wiejska	Kleszczewo
wielkopolskie	poznański	Komorniki	wiejska	Komorniki
wielkopolskie	poznański	Kostrzyn	miejsko-wiejska	Kostrzyn
wielkopolskie	poznański	Kórnik	miejsko-wiejska	Kórnik
wielkopolskie	poznański	Luboń	miejska	Luboń
wielkopolskie	poznański	Mosina	miejsko-wiejska	Mosina
wielkopolskie	poznański	Murowana Goślina	miejsko-wiejska	Murowana Goślina
wielkopolskie	poznański	Pobiedziska	miejsko-wiejska	Pobiedziska
wielkopolskie	poznański	Puszczykowo	miejska	Puszczykowo
wielkopolskie	poznański	Rokietnica	wiejska	Rokietnica
wielkopolskie	poznański	Stęszew	miejsko-wiejska	Stęszew
wielkopolskie	poznański	Suchy Las	wiejska	Suchy Las
wielkopolskie	poznański	Swarzędz	miejsko-wiejska	Swarzędz
wielkopolskie	poznański	Tarnowo Podgórne	wiejska	Tarnowo Podgórne
wielkopolskie	rawicki	Bojanowo	miejsko-wiejska	Bojanowo
wielkopolskie	rawicki	Jutrosin	miejsko-wiejska	Jutrosin
wielkopolskie	rawicki	Miejska Górka	miejsko-wiejska	Miejska Górka
wielkopolskie	rawicki	Pakosław	wiejska	Pakosław
wielkopolskie	rawicki	Rawicz	miejsko-wiejska	Rawicz
wielkopolskie	słupecki	Lądek	wiejska	Lądek
wielkopolskie	słupecki	Orchowo	wiejska	Orchowo
wielkopolskie	słupecki	Ostrowite	wiejska	Ostrowite
wielkopolskie	słupecki	Powidz	wiejska	Powidz
wielkopolskie	słupecki	Słupca	miejska	Słupca
wielkopolskie	słupecki	Słupca	wiejska	Słupca
wielkopolskie	słupecki	Strzałkowo	wiejska	Strzałkowo
wielkopolskie	słupecki	Zagórów	miejsko-wiejska	Zagórów
wielkopolskie	szamotulski	Duszniki	wiejska	Duszniki
wielkopolskie	szamotulski	Kaźmierz	wiejska	Kaźmierz
wielkopolskie	szamotulski	Obrzycko	miejska	Obrzycko
wielkopolskie	szamotulski	Obrzycko	wiejska	Obrzycko
wielkopolskie	szamotulski	Ostroróg	miejsko-wiejska	Ostroróg
wielkopolskie	szamotulski	Pniewy	miejsko-wiejska	Pniewy
wielkopolskie	szamotulski	Szamotuły	miejsko-wiejska	Szamotuły
wielkopolskie	szamotulski	Wronki	miejsko-wiejska	Wronki
wielkopolskie	średzki	Dominowo	wiejska	Dominowo
wielkopolskie	średzki	Krzykosy	wiejska	Krzykosy
wielkopolskie	średzki	Nowe Miasto nad Wartą	wiejska	Nowe Miasto nad Wartą
wielkopolskie	średzki	Środa Wielkopolska	miejsko-wiejska	Środa Wielkopolska
wielkopolskie	średzki	Zaniemyśl	wiejska	Zaniemyśl
wielkopolskie	śremski	Brodnica	wiejska	Brodnica
wielkopolskie	śremski	Dolsk	miejsko-wiejska	Dolsk
wielkopolskie	śremski	Książ Wielkopolski	miejsko-wiejska	Książ Wielkopolski
wielkopolskie	śremski	Śrem	miejsko-wiejska	Śrem
wielkopolskie	turecki	Brudzew	wiejska	Brudzew
wielkopolskie	turecki	Dobra	miejsko-wiejska	Dobra
wielkopolskie	turecki	Kawęczyn	wiejska	Kawęczyn
wielkopolskie	turecki	Malanów	wiejska	Malanów
wielkopolskie	turecki	Przykona	wiejska	Przykona
wielkopolskie	turecki	Tuliszków	miejsko-wiejska	Tuliszków
wielkopolskie	turecki	Turek	miejska	Turek
wielkopolskie	turecki	Turek	wiejska	Turek
wielkopolskie	turecki	Władysławów	wiejska	Władysławów
wielkopolskie	wągrowiecki	Damasławek	wiejska	Damasławek
wielkopolskie	wągrowiecki	Gołańcz	miejsko-wiejska	Gołańcz
wielkopolskie	wągrowiecki	Mieścisko	wiejska	Mieścisko
wielkopolskie	wągrowiecki	Skoki	miejsko-wiejska	Skoki
wielkopolskie	wągrowiecki	Wapno	wiejska	Wapno
wielkopolskie	wągrowiecki	Wągrowiec	miejska	Wągrowiec
wielkopolskie	wągrowiecki	Wągrowiec	wiejska	Wągrowiec
wielkopolskie	wolsztyński	Przemęt	wiejska	Przemęt
wielkopolskie	wolsztyński	Siedlec	wiejska	Siedlec
wielkopolskie	wolsztyński	Wolsztyn	miejsko-wiejska	Wolsztyn
wielkopolskie	wrzesiński	Kołaczkowo	wiejska	Kołaczkowo
wielkopolskie	wrzesiński	Miłosław	miejsko-wiejska	Miłosław
wielkopolskie	wrzesiński	Nekla	miejsko-wiejska	Nekla
wielkopolskie	wrzesiński	Pyzdry	miejsko-wiejska	Pyzdry
wielkopolskie	wrzesiński	Września	miejsko-wiejska	Września
wielkopolskie	złotowski	Jastrowie	miejsko-wiejska	Jastrowie
wielkopolskie	złotowski	Krajenka	miejsko-wiejska	Krajenka
wielkopolskie	złotowski	Lipka	wiejska	Lipka
wielkopolskie	złotowski	Okonek	miejsko-wiejska	Okonek
wielkopolskie	złotowski	Tarnówka	wiejska	Tarnówka
wielkopolskie	złotowski	Zakrzewo	wiejska	Zakrzewo
wielkopolskie	złotowski	Złotów	miejska	Złotów
wielkopolskie	złotowski	Złotów	wiejska	Złotów
zachodniopomorskie	białogardzki	Białogard	miejska	Białogard
zachodniopomorskie	białogardzki	Białogard	wiejska	Białogard
zachodniopomorskie	białogardzki	Karlino	miejsko-wiejska	Karlino
zachodniopomorskie	białogardzki	Tychowo	miejsko-wiejska	Tychowo
zachodniopomorskie	choszczeński	Bierzwnik	wiejska	Bierzwnik
zachodniopomorskie	choszczeński	Choszczno	miejsko-wiejska	Choszczno
zachodniopomorskie	choszczeński	Drawno	miejsko-wiejska	Drawno
zachodniopomorskie	choszczeński	Krzęcin	wiejska	Krzęcin
zachodniopomorskie	choszczeński	Pełczyce	miejsko-wiejska	Pełczyce
zachodniopomorskie	choszczeński	Recz	miejsko-wiejska	Recz
zachodniopomorskie	drawski	Czaplinek	miejsko-wiejska	Czaplinek
zachodniopomorskie	drawski	Drawsko Pomorskie	miejsko-wiejska	Drawsko Pomorskie
zachodniopomorskie	drawski	Kalisz Pomorski	miejsko-wiejska	Kalisz Pomorski
zachodniopomorskie	drawski	Ostrowice	wiejska	Ostrowice
zachodniopomorskie	drawski	Wierzchowo	wiejska	Wierzchowo
zachodniopomorskie	drawski	Złocieniec	miejsko-wiejska	Złocieniec
zachodniopomorskie	goleniowski	Goleniów	miejsko-wiejska	Goleniów
zachodniopomorskie	goleniowski	Maszewo	miejsko-wiejska	Maszewo
zachodniopomorskie	goleniowski	Nowogard	miejsko-wiejska	Nowogard
zachodniopomorskie	goleniowski	Osina	wiejska	Osina
zachodniopomorskie	goleniowski	Przybiernów	wiejska	Przybiernów
zachodniopomorskie	goleniowski	Stepnica	miejsko-wiejska	Stepnica
zachodniopomorskie	gryficki	Brojce	wiejska	Brojce
zachodniopomorskie	gryficki	Gryfice	miejsko-wiejska	Gryfice
zachodniopomorskie	gryficki	Karnice	wiejska	Karnice
zachodniopomorskie	gryficki	Płoty	miejsko-wiejska	Płoty
zachodniopomorskie	gryficki	Rewal	wiejska	Rewal
zachodniopomorskie	gryficki	Trzebiatów	miejsko-wiejska	Trzebiatów
zachodniopomorskie	gryfiński	Banie	wiejska	Banie
zachodniopomorskie	gryfiński	Cedynia	miejsko-wiejska	Cedynia
zachodniopomorskie	gryfiński	Chojna	miejsko-wiejska	Chojna
zachodniopomorskie	gryfiński	Gryfino	miejsko-wiejska	Gryfino
zachodniopomorskie	gryfiński	Mieszkowice	miejsko-wiejska	Mieszkowice
zachodniopomorskie	gryfiński	Moryń	miejsko-wiejska	Moryń
zachodniopomorskie	gryfiński	Stare Czarnowo	wiejska	Stare Czarnowo
zachodniopomorskie	gryfiński	Trzcińsko-Zdrój	miejsko-wiejska	Trzcińsko-Zdrój
zachodniopomorskie	gryfiński	Widuchowa	wiejska	Widuchowa
zachodniopomorskie	kamieński	Dziwnów	miejsko-wiejska	Dziwnów
zachodniopomorskie	kamieński	Golczewo	miejsko-wiejska	Golczewo
zachodniopomorskie	kamieński	Kamień Pomorski	miejsko-wiejska	Kamień Pomorski
zachodniopomorskie	kamieński	Międzyzdroje	miejsko-wiejska	Międzyzdroje
zachodniopomorskie	kamieński	Świerzno	wiejska	Świerzno
zachodniopomorskie	kamieński	Wolin	miejsko-wiejska	Wolin
zachodniopomorskie	kołobrzeski	Dygowo	wiejska	Dygowo
zachodniopomorskie	kołobrzeski	Gościno	miejsko-wiejska	Gościno
zachodniopomorskie	kołobrzeski	Kołobrzeg	miejska	Kołobrzeg
zachodniopomorskie	kołobrzeski	Kołobrzeg	wiejska	Kołobrzeg
zachodniopomorskie	kołobrzeski	Rymań	wiejska	Rymań
zachodniopomorskie	kołobrzeski	Siemyśl	wiejska	Siemyśl
zachodniopomorskie	kołobrzeski	Ustronie Morskie	wiejska	Ustronie Morskie
zachodniopomorskie	Koszalin	Koszalin	miejska	Koszalin
zachodniopomorskie	koszaliński	Będzino	wiejska	Będzino
zachodniopomorskie	koszaliński	Biesiekierz	wiejska	Biesiekierz
zachodniopomorskie	koszaliński	Bobolice	miejsko-wiejska	Bobolice
zachodniopomorskie	koszaliński	Manowo	wiejska	Manowo
zachodniopomorskie	koszaliński	Mielno	wiejska	Mielno
zachodniopomorskie	koszaliński	Polanów	miejsko-wiejska	Polanów
zachodniopomorskie	koszaliński	Sianów	miejsko-wiejska	Sianów
zachodniopomorskie	koszaliński	Świeszyno	wiejska	Świeszyno
zachodniopomorskie	łobeski	Dobra	miejsko-wiejska	Dobra
zachodniopomorskie	łobeski	Łobez	miejsko-wiejska	Łobez
zachodniopomorskie	łobeski	Radowo Małe	wiejska	Radowo Małe
zachodniopomorskie	łobeski	Resko	miejsko-wiejska	Resko
zachodniopomorskie	łobeski	Węgorzyno	miejsko-wiejska	Węgorzyno
zachodniopomorskie	myśliborski	Barlinek	miejsko-wiejska	Barlinek
zachodniopomorskie	myśliborski	Boleszkowice	wiejska	Boleszkowice
zachodniopomorskie	myśliborski	Dębno	miejsko-wiejska	Dębno
zachodniopomorskie	myśliborski	Myślibórz	miejsko-wiejska	Myślibórz
zachodniopomorskie	myśliborski	Nowogródek Pomorski	wiejska	Nowogródek Pomorski
zachodniopomorskie	policki	Dobra (Szczecińska)	wiejska	Dobra
zachodniopomorskie	policki	Kołbaskowo	wiejska	Kołbaskowo
zachodniopomorskie	policki	Nowe Warpno	miejsko-wiejska	Nowe Warpno
zachodniopomorskie	policki	Police	miejsko-wiejska	Police
zachodniopomorskie	pyrzycki	Bielice	wiejska	Bielice
zachodniopomorskie	pyrzycki	Kozielice	wiejska	Kozielice
zachodniopomorskie	pyrzycki	Lipiany	miejsko-wiejska	Lipiany
zachodniopomorskie	pyrzycki	Przelewice	wiejska	Przelewice
zachodniopomorskie	pyrzycki	Pyrzyce	miejsko-wiejska	Pyrzyce
zachodniopomorskie	pyrzycki	Warnice	wiejska	Warnice
zachodniopomorskie	sławieński	Darłowo	miejska	Darłowo
zachodniopomorskie	sławieński	Darłowo	wiejska	Darłowo
zachodniopomorskie	sławieński	Malechowo	wiejska	Malechowo
zachodniopomorskie	sławieński	Postomino	wiejska	Postomino
zachodniopomorskie	sławieński	Sławno	miejska	Sławno
zachodniopomorskie	sławieński	Sławno	wiejska	Sławno
zachodniopomorskie	stargardzki	Chociwel	miejsko-wiejska	Chociwel
zachodniopomorskie	stargardzki	Dobrzany	miejsko-wiejska	Dobrzany
zachodniopomorskie	stargardzki	Dolice	wiejska	Dolice
zachodniopomorskie	stargardzki	Ińsko	miejsko-wiejska	Ińsko
zachodniopomorskie	stargardzki	Kobylanka	wiejska	Kobylanka
zachodniopomorskie	stargardzki	Marianowo	wiejska	Marianowo
zachodniopomorskie	stargardzki	Stara Dąbrowa	wiejska	Stara Dąbrowa
zachodniopomorskie	stargardzki	Stargard	miejska	Stargard
zachodniopomorskie	stargardzki	Stargard	wiejska	Stargard
zachodniopomorskie	stargardzki	Suchań	miejsko-wiejska	Suchań
zachodniopomorskie	Szczecin	Szczecin	miejska	Szczecin
zachodniopomorskie	szczecinecki	Barwice	miejsko-wiejska	Barwice
zachodniopomorskie	szczecinecki	Biały Bór	miejsko-wiejska	Biały Bór
zachodniopomorskie	szczecinecki	Borne Sulinowo	miejsko-wiejska	Borne Sulinowo
zachodniopomorskie	szczecinecki	Grzmiąca	wiejska	Grzmiąca
zachodniopomorskie	szczecinecki	Szczecinek	miejska	Szczecinek
zachodniopomorskie	szczecinecki	Szczecinek	wiejska	Szczecinek
zachodniopomorskie	świdwiński	Brzeżno	wiejska	Brzeżno
zachodniopomorskie	świdwiński	Połczyn-Zdrój	miejsko-wiejska	Połczyn-Zdrój
zachodniopomorskie	świdwiński	Rąbino	wiejska	Rąbino
zachodniopomorskie	świdwiński	Sławoborze	wiejska	Sławoborze
zachodniopomorskie	świdwiński	Świdwin	miejska	Świdwin
zachodniopomorskie	świdwiński	Świdwin	wiejska	Świdwin
zachodniopomorskie	Świnoujście	Świnoujście	miejska	Świnoujście
zachodniopomorskie	wałecki	Człopa	miejsko-wiejska	Człopa
zachodniopomorskie	wałecki	Mirosławiec	miejsko-wiejska	Mirosławiec
zachodniopomorskie	wałecki	Tuczno	miejsko-wiejska	Tuczno
zachodniopomorskie	wałecki	Wałcz	miejska	Wałcz
zachodniopomorskie	wałecki	Wałcz	wiejska	Wałcz
